time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653401625412,-0.2,0.19,-0.06,-0.48,1.25,9.69,1.55,4.95,1.37
1653401625422,-0.31,0.19,0.19,-0.6,1.25,9.93,1.23,4.18,1.3
1653401625432,-0.36,0.15,0.47,-0.66,1.22,10.22,2.39,4.88,1.72
1653401625442,-0.39,0.11,0.78,-0.7,1.19,10.52,5.47,7.54,3.01
1653401625452,-0.32,0.09,0.96,-0.66,1.18,10.7,9.6,11.6,4.17
1653401625462,-0.31,0,0.95,-0.66,1.13,10.73,13.97,15.48,5.39
1653401625472,-0.41,0,0.8,-0.77,1.14,10.56,17.58,19.96,6.93
1653401625483,-0.68,-0.08,-0.74,-0.94,1.08,10.1,20.41,25,9.45
1653401625492,-1,0.24,-0.22,-1.31,1.41,9.53,19.54,28.92,12.85
1653401625503,-0.86,0.31,-0.38,-1.48,1.55,9.36,15.41,14.85,16.8
1653401625512,-0.24,0.17,-0.28,-1.02,1.47,9.39,12.99,9.5,18.13
1653401625522,0.26,0.1,-0.26,-0.41,1.4,9.47,11.45,9.29,15.51
1653401625532,0.58,0.12,-0.31,0,1.41,9.34,8.76,13.94,9.84
1653401625542,0.51,0.31,-0.19,-0.05,1.55,9.49,5.64,19.58,4.31
1653401625552,0.18,0.4,-0.18,-0.36,1.71,9.5,3.61,27.24,0.53
1653401625562,0.02,0.3,-0.54,-0.65,1.74,9.17,2.53,34.73,-0.98
1653401625572,-0.39,-0.74,-0.1,-0.95,0.85,9.54,1.34,32.98,-3.85
1653401625582,-0.79,-0.45,-0.34,-1.59,0.88,9.34,3.23,30.39,-5.42
1653401625592,-0.9,0.67,-0.48,-1.78,1.85,9.23,3.58,31.34,2.17
1653401625602,-0.49,0.84,-0.46,-1.39,2.18,9.22,-0.38,25.35,8.19
1653401625612,0.59,0.64,-0.13,-0.51,2.02,9.46,-4.02,19.4,6.41
1653401625622,0.82,0.48,0.05,-0.1,1.83,9.69,-3.74,18.6,-0.94
1653401625632,0.38,0.24,0.05,-0.41,1.67,9.73,-1.43,18,-7.42
1653401625642,0.02,0.11,-0.03,-0.99,1.44,9.63,1.51,11.7,-9.66
1653401625652,-0.33,-0.05,-0.27,-1.29,1.32,9.46,3.23,4.25,-8.5
1653401625662,-0.44,-0.13,-0.51,-1.44,1.22,9.23,3.58,-2.82,-5.25
1653401625673,-0.52,-0.1,-0.67,-1.52,1.24,9.02,3.02,-10.52,-2.17
1653401625682,-0.49,-0.14,-0.52,-1.49,1.24,9.12,1.34,-19.8,0.84
1653401625693,-0.17,-0.19,-0.28,-1.2,1.17,9.35,1.13,-26.06,2.1
1653401625702,0.13,-0.27,-0.3,-0.83,1.08,9.43,2.74,-28.16,1.23
1653401625712,0.27,-0.28,-0.53,-0.62,1.08,9.19,3.12,-27.36,-1.68
1653401625723,0.28,-0.26,-0.71,-0.52,1.1,8.97,1.58,-25.82,-5
1653401625732,0.19,-0.32,-0.57,-0.57,1.06,9.06,-2.09,-24.91,-7.7
1653401625742,0.12,-0.39,-0.31,-0.59,0.97,9.3,-5.84,-23.23,-9.52
1653401625753,-0.14,-0.43,-0.06,-0.75,0.93,9.57,-6.36,-20.22,-9.52
1653401625762,-0.36,-0.4,0,-0.98,0.91,9.69,-5.17,-20.81,-8.68
1653401625772,-0.44,-0.23,-0.02,-1.05,1.03,9.7,-3.39,-24.63,-7.42
1653401625782,-0.35,-0.08,-0.01,-0.96,1.22,9.64,-0.87,-31.14,-7
1653401625792,-0.16,-0.07,0.34,-0.75,1.25,9.92,1.58,-42.09,-7.49
1653401625803,0.18,-0.23,0.64,-0.34,1.12,10.31,6.2,-52.17,-9.55
1653401625812,0.3,-0.32,0.71,-0.03,1.02,10.42,12.68,-51.54,-13.44
1653401625823,0.29,-0.38,0.51,0.06,0.98,10.31,17.44,-46.85,-17.88
1653401625833,-0.01,-0.4,0.03,-0.13,0.99,9.85,19.22,-40.94,-21.28
1653401625842,-0.43,-0.49,-0.48,-0.52,0.95,9.28,17.33,-39.15,-22.19
1653401625852,-0.65,-0.52,-0.49,-0.71,0.92,9.16,12.92,-45.28,-19.74
1653401625863,-0.57,-0.48,-0.27,-0.61,0.96,9.39,9.63,-53.05,-15.54
1653401625872,-0.26,-0.42,-0.03,-0.29,1.03,9.62,9.07,-53.54,-12.95
1653401625883,0.28,-0.4,0.1,0.28,1.08,9.78,8.86,-45.14,-13.23
1653401625892,0.46,-0.58,0.08,0.67,0.91,9.77,8.02,-30.79,-15.01
1653401625902,0.26,-0.88,-0.17,0.58,0.67,9.56,6.97,-16.26,-15.85
1653401625913,-0.21,-0.85,-0.21,0.1,0.62,9.47,4.66,-7.06,-14.77
1653401625922,-0.49,-0.75,-0.21,-0.27,0.74,9.47,2.95,-3.77,-11.13
1653401625933,-0.6,-0.53,-0.31,-0.4,0.89,9.42,2.32,-0.44,-6.72
1653401625943,-0.39,-0.39,-0.28,-0.25,1.06,9.4,1.27,-1.35,-3.57
1653401625953,-0.04,-0.23,-0.33,0.11,1.24,9.39,0.43,-6.25,-3.53
1653401625963,0.34,-0.14,-0.34,0.52,1.35,9.35,-0.24,-9.19,-6.02
1653401625973,0.46,-0.15,-0.46,0.7,1.32,9.25,-0.87,-11.08,-10.74
1653401625982,0.38,-0.24,-0.44,0.68,1.28,9.25,-2.62,-11.92,-14.94
1653401625993,0.03,-0.32,-0.38,0.44,1.16,9.31,-5.07,-11.36,-17.6
1653401626002,-0.25,-0.29,-0.21,0.11,1.17,9.44,-6.71,-8.91,-17.95
1653401626013,-0.47,-0.24,0.08,-0.13,1.21,9.7,-8.04,-6.85,-16.97
1653401626022,-0.42,-0.23,0.41,-0.14,1.22,10.08,-7.52,-4.33,-14.77
1653401626032,-0.24,-0.33,0.48,0.04,1.13,10.18,-4.96,0.71,-14.07
1653401626043,-0.21,-0.39,0.35,0.06,1.05,10.1,-2.83,7.64,-13.54
1653401626052,-0.21,-0.37,0.06,0.06,1.03,9.87,-2.41,11.77,-12.74
1653401626063,-0.19,-0.31,-0.05,0.04,1.09,9.65,-2.13,13.14,-11.34
1653401626073,-0.17,-0.15,-0.15,0.02,1.2,9.53,-3.39,11.6,-9.59
1653401626082,-0.11,-0.04,0.01,0.09,1.35,9.71,-4.82,6.56,-9.41
1653401626093,0.06,0.04,0.16,0.22,1.41,9.85,-4.54,3.69,-10.74
1653401626102,0.11,-0.06,0.19,0.28,1.36,9.91,-3.14,5.3,-13.16
1653401626113,0.01,-0.18,0.02,0.23,1.24,9.79,-2.62,8.34,-15.26
1653401626123,-0.05,-0.22,-0.17,0.08,1.14,9.54,-3.6,11.77,-15.82
1653401626132,-0.23,-0.2,-0.51,-0.12,1.14,9.26,-6.29,15.03,-14.52
1653401626142,-0.18,-0.15,-0.5,-0.11,1.19,9.22,-9.02,14.47,-12.98
1653401626153,-0.09,-0.04,-0.32,-0.03,1.28,9.4,-10.28,11.53,-12.42
1653401626163,0.02,0.06,0.12,0.05,1.34,9.76,-9.37,7.4,-12.6
1653401626172,0.13,0.02,0.36,0.13,1.33,10.04,-5.66,4.14,-14.07
1653401626183,0.1,-0.02,0.34,0.12,1.3,10.1,-0.97,4.7,-15.4
1653401626192,0.04,-0.02,0.17,0.05,1.27,9.89,3.12,4.18,-15.85
1653401626203,0.01,0,0.04,0.01,1.3,9.76,3.65,2.74,-15.22
1653401626213,0.05,0.05,0.03,0.05,1.35,9.75,3.75,0.12,-14.66
1653401626223,0.16,0.11,-0.02,0.13,1.41,9.69,3.65,0.4,-14.87
1653401626233,0.26,0.12,-0.02,0.22,1.42,9.7,3.16,1.06,-15.5
1653401626243,0.35,0.15,-0.01,0.31,1.46,9.71,2.04,1.8,-16.9
1653401626253,0.36,0.11,0.04,0.35,1.46,9.75,0.53,2.6,-18.86
1653401626263,0.3,0.07,0.05,0.28,1.41,9.76,-0.27,3.76,-20.19
1653401626273,0.18,0.01,0.12,0.16,1.36,9.81,-0.24,4.28,-21
1653401626283,0.11,0,0.14,0.06,1.33,9.86,0.08,4.6,-21.14
1653401626293,0,0.06,0.22,-0.06,1.36,9.91,1.06,5.05,-20.54
1653401626303,-0.04,0.12,0.31,-0.12,1.43,10.02,2.04,4.35,-19.95
1653401626313,-0.02,0.13,0.36,-0.12,1.47,10.07,3.26,3.13,-19.63
1653401626323,0.05,0.12,0.36,-0.07,1.49,10.11,5.29,2.64,-19
1653401626333,0.07,0.02,0.21,-0.03,1.39,9.98,6.9,2.99,-18.65
1653401626342,0.08,-0.06,0,-0.04,1.31,9.71,6.97,3.3,-18.55
1653401626353,-0.03,-0.01,-0.18,-0.12,1.35,9.57,5.68,2.92,-17.85
1653401626363,-0.08,0.07,-0.23,-0.2,1.43,9.48,3.23,3.06,-17.32
1653401626373,-0.01,0.1,-0.1,-0.2,1.49,9.58,1.58,2.25,-16.62
1653401626383,-0.01,0.06,0.01,-0.14,1.46,9.69,0.85,1.62,-16.59
1653401626393,0.01,0.03,0.05,-0.15,1.42,9.75,0.81,1.69,-16.69
1653401626403,0.04,0.06,0.08,-0.13,1.45,9.79,1.34,1.73,-16.8
1653401626412,0.01,0.04,0.12,-0.16,1.43,9.83,1.69,2.18,-16.76
1653401626423,0.06,0.01,0.09,-0.12,1.4,9.8,1.3,3.48,-16.34
1653401626433,0.12,-0.05,0.08,-0.07,1.36,9.79,0.81,5.05,-15.99
1653401626442,0.14,-0.08,0.1,-0.07,1.32,9.8,0.78,7.22,-15.68
1653401626453,0.08,-0.08,0.05,-0.12,1.32,9.76,1.48,10.3,-15.19
1653401626463,-0.07,-0.07,-0.12,-0.28,1.31,9.61,2.32,14.08,-14.24
1653401626473,-0.18,-0.03,-0.29,-0.44,1.37,9.47,1.93,14.68,-12.21
1653401626483,-0.13,0.01,-0.42,-0.48,1.39,9.32,0.95,12.47,-10.08
1653401626493,-0.03,0.04,-0.55,-0.38,1.42,9.18,-0.03,9.99,-8.19
1653401626503,0.09,0.03,-0.57,-0.26,1.42,9.13,-1.36,7.47,-7.31
1653401626513,0.24,0.1,-0.47,-0.13,1.48,9.2,-3.14,5.33,-7.24
1653401626523,0.23,0.15,-0.32,-0.13,1.54,9.38,-4.33,5.4,-7.7
1653401626533,0.06,0.06,-0.18,-0.3,1.5,9.51,-4.51,8.52,-8.05
1653401626543,-0.07,-0.04,-0.22,-0.43,1.35,9.5,-4.72,12.51,-7.28
1653401626553,-0.18,-0.08,-0.23,-0.58,1.29,9.45,-4.79,14.75,-5.42
1653401626563,-0.26,-0.04,-0.15,-0.7,1.29,9.53,-4.72,15.55,-3.22
1653401626573,-0.2,0,-0.09,-0.7,1.32,9.6,-4.47,15.73,-0.98
1653401626583,-0.1,0.06,-0.08,-0.62,1.39,9.62,-3.35,14.22,0.32
1653401626593,0.05,0.11,-0.15,-0.52,1.41,9.58,-3,13,1.75
1653401626603,0.14,0.13,-0.2,-0.42,1.47,9.51,-2.97,12.93,2.1
1653401626613,0.16,0.21,-0.05,-0.41,1.54,9.55,-3.46,13.21,2.03
1653401626623,0.16,0.21,0.05,-0.42,1.52,9.73,-3.49,13.24,1.54
1653401626633,0.06,0.1,0.06,-0.5,1.45,9.76,-2.9,14.54,1.61
1653401626643,-0.05,0.05,-0.03,-0.64,1.38,9.71,-1.78,15.59,2.07
1653401626653,-0.12,0.05,-0.2,-0.77,1.35,9.56,-1.22,14.82,3.43
1653401626663,-0.04,0.1,-0.35,-0.76,1.42,9.37,-0.94,14.12,5.71
1653401626673,0.15,0.19,-0.3,-0.59,1.49,9.37,-1.81,14.19,8.37
1653401626683,0.3,0.22,-0.09,-0.48,1.55,9.56,-1.88,14.15,8.93
1653401626693,0.36,0.16,0.02,-0.4,1.5,9.68,-0.76,15.41,8.12
1653401626703,0.29,0.15,0.02,-0.46,1.45,9.69,1.69,17.02,6.86
1653401626713,0.08,0.13,-0.01,-0.62,1.44,9.67,3.4,18.67,6.3
1653401626723,-0.1,0.16,-0.08,-0.89,1.48,9.64,4.63,17.72,6.9
1653401626733,-0.21,0.12,-0.18,-1.05,1.47,9.52,4.87,15.73,9.07
1653401626743,-0.13,0.19,-0.19,-1.05,1.52,9.47,4.8,12.79,10.47
1653401626753,0.01,0.23,-0.21,-0.91,1.59,9.47,4.49,10.41,11.17
1653401626763,0.19,0.26,-0.13,-0.76,1.61,9.53,3.68,9.92,11.03
1653401626773,0.31,0.19,-0.01,-0.62,1.56,9.61,3.26,11.28,10.47
1653401626784,0.33,0.12,0.07,-0.6,1.53,9.72,3.19,13.28,9.07
1653401626794,0.3,0.09,0.03,-0.65,1.5,9.7,2.91,15.27,7.77
1653401626803,0.17,0.06,0.03,-0.79,1.44,9.69,3.16,15.38,6.62
1653401626813,0.1,0.16,0.06,-0.88,1.53,9.72,3.05,13.84,5.67
1653401626823,-0.02,0.25,0.05,-1,1.64,9.71,2.53,11.42,4.45
1653401626833,-0.16,0.24,0.07,-1.17,1.68,9.73,1.93,8.87,4.27
1653401626843,-0.18,0.1,0,-1.22,1.58,9.68,1.69,6.38,4.69
1653401626853,0.02,-0.1,-0.15,-1.03,1.32,9.5,0.88,4.32,5.43
1653401626863,-0.08,0,-0.32,-1.04,1.34,9.28,-1.32,3.69,6.37
1653401626873,-0.07,0.18,-0.17,-1.18,1.58,9.47,-4.44,-2.26,7.77
1653401626884,0.35,0.15,-0.19,-0.79,1.57,9.45,-6.43,-3.52,8.33
1653401626893,0.48,0,0.02,-0.55,1.41,9.62,-7.55,-5.2,6.27
1653401626903,-0.03,0.08,0.14,-0.92,1.42,9.78,-6.4,-8.56,3.99
1653401626913,-0.17,0.03,0.32,-1.17,1.45,9.92,-3.88,-14.93,3.29
1653401626923,-0.17,-0.12,0.37,-1.14,1.3,10.04,0.95,-16.86,5.25
1653401626934,-0.4,-0.04,0.1,-1.27,1.34,9.76,4.21,-13.43,7.88
1653401626943,-0.16,0.09,0.03,-1.18,1.46,9.7,4.38,-14.86,11.13
1653401626954,0.21,0.12,-0.01,-0.67,1.53,9.65,3.3,-12.48,13.79
1653401626963,0.67,0.17,-0.28,-0.25,1.57,9.44,1.79,-6.67,12.88
1653401626974,0.76,0.17,-0.35,-0.11,1.58,9.32,-1.32,-3.73,9.56
1653401626983,0.73,0.17,-0.41,-0.12,1.58,9.25,-4.93,-4.01,5.5
1653401626993,0.67,0.16,-0.32,-0.17,1.55,9.35,-7.76,-4.12,2.31
1653401627003,0.53,0.14,-0.09,-0.31,1.52,9.58,-10.39,-3.84,-0.17
1653401627013,0.45,0.08,0.19,-0.36,1.46,9.83,-10.32,-4.71,-0.77
1653401627024,0.35,0.07,0.38,-0.46,1.42,10.06,-7.59,-4.22,-0.8
1653401627033,0.25,0.1,0.4,-0.55,1.44,10.08,-6.08,-4.71,-1.15
1653401627043,0.13,0.13,0.37,-0.66,1.46,10.06,-4.16,-6.81,-0.63
1653401627054,0.03,0.15,0.42,-0.74,1.48,10.1,-2.51,-8.95,0.04
1653401627064,0,0.16,0.48,-0.75,1.49,10.17,-1.88,-10.94,1.16
1653401627073,0.14,0.13,0.53,-0.59,1.46,10.21,-0.69,-12.27,1.86
1653401627084,0.28,0.08,0.47,-0.43,1.41,10.16,0.88,-13.15,1.75
1653401627093,0.38,-0.01,0.34,-0.31,1.33,10.05,1.69,-12.38,0.95
1653401627104,0.27,0.03,0.17,-0.37,1.35,9.87,1.13,-9.54,1.19
1653401627114,0.19,0.1,0.11,-0.47,1.43,9.8,0.18,-7.48,2.1
1653401627124,0.16,0.19,0.29,-0.47,1.51,9.94,0.39,-5.83,1.93
1653401627133,0.22,0.21,0.31,-0.41,1.55,10,2.18,-1.49,0.42
1653401627143,0.3,0.14,-0.11,-0.34,1.49,9.58,3.79,6.03,-1.47
1653401627153,0.25,0.05,-0.48,-0.4,1.41,9.21,2.81,8.34,-2.48
1653401627163,-0.01,0.03,-0.93,-0.66,1.38,8.76,-2.55,1.76,-1.22
1653401627174,0.01,0.03,-0.88,-0.64,1.37,8.81,-6.33,-3.63,1.3
1653401627183,0.22,0.06,-0.62,-0.45,1.4,9,-8.95,-5.73,2.91
1653401627194,0.33,0.13,-0.26,-0.28,1.42,9.34,-9.48,-5.9,2.1
1653401627204,0.34,0.17,-0.11,-0.26,1.49,9.58,-8.78,-5.31,-0.38
1653401627213,0.13,0.14,-0.12,-0.41,1.48,9.61,-7.73,-4.57,-2.52
1653401627224,-0.04,0.06,-0.2,-0.6,1.36,9.53,-6.43,-4.68,-3.15
1653401627233,-0.07,0.01,-0.15,-0.65,1.3,9.51,-5.91,-5.41,-2.2
1653401627244,0.06,0.05,-0.1,-0.54,1.31,9.57,-5.66,-5.45,-1.4
1653401627254,0.13,0.07,-0.01,-0.46,1.32,9.68,-5.21,-3.87,-1.4
1653401627263,0.14,0.07,-0.04,-0.42,1.35,9.69,-4.65,-1.49,-1.68
1653401627274,0.16,0.11,-0.05,-0.39,1.35,9.66,-4.82,-0.48,-2.52
1653401627283,0.11,0.12,-0.07,-0.4,1.38,9.65,-5.31,-1.18,-2.83
1653401627293,-0.02,0.11,0.03,-0.53,1.35,9.7,-5.42,-3.77,-3.15
1653401627303,-0.03,0.05,0.19,-0.56,1.3,9.86,-4.65,-5.76,-3.43
1653401627313,0.09,0.01,0.37,-0.48,1.25,10.02,-2.65,-4.36,-3.57
1653401627323,0.15,-0.04,0.55,-0.4,1.2,10.23,-0.83,-2.4,-3.85
1653401627333,0.11,-0.1,0.56,-0.39,1.14,10.29,2.46,0.29,-5.18
1653401627343,-0.08,-0.15,0.36,-0.56,1.1,10.12,4.59,4.63,-5.25
1653401627353,-0.3,-0.13,0.17,-0.77,1.12,9.91,5.01,6.94,-3.22
1653401627363,-0.38,-0.05,0.08,-0.92,1.19,9.79,4.45,7.47,-0.03
1653401627374,-0.24,0.02,0.14,-0.88,1.25,9.82,4.28,6.14,2.24
1653401627384,0.02,0.01,0.1,-0.58,1.3,9.87,4.73,5.72,3.54
1653401627393,0.16,0.01,0.16,-0.46,1.29,9.81,5.01,7.08,2.66
1653401627404,0.22,0.11,0.11,-0.37,1.41,9.81,4.63,4.74,1.68
1653401627414,0.27,0.06,0.23,-0.33,1.36,9.94,4.8,3.27,0.84
1653401627423,0.14,-0.02,0.4,-0.46,1.29,10.1,5.64,4.77,0.49
1653401627434,0.03,-0.12,0.36,-0.58,1.2,10.06,7.18,8.59,0.42
1653401627443,-0.04,-0.19,0.06,-0.65,1.14,9.85,7.67,13.63,1.37
1653401627454,-0.17,-0.21,-0.26,-0.77,1.13,9.52,6.62,16.78,2.35
1653401627463,-0.21,-0.18,-0.44,-0.91,1.16,9.27,3.86,16.39,3.68
1653401627473,-0.1,-0.01,-0.48,-0.86,1.28,9.23,1.09,14.5,4.52
1653401627484,0.14,0.22,-0.34,-0.65,1.51,9.28,-1.64,14.43,4.24
1653401627493,0.39,0.29,-0.14,-0.37,1.63,9.55,-3.7,15.34,1.09
1653401627504,0.36,0.18,-0.2,-0.39,1.55,9.51,-4.05,17.44,-1.92
1653401627513,0.15,0.06,-0.26,-0.65,1.38,9.42,-4.47,15.87,-4.69
1653401627524,-0.27,-0.11,-0.19,-0.99,1.22,9.46,-4.68,9.01,-5.88
1653401627533,-0.52,-0.05,-0.11,-1.27,1.23,9.56,-3.77,1.76,-6.02
1653401627544,-0.7,0.04,-0.07,-1.51,1.32,9.63,-1.95,-3.1,-4.34
1653401627554,-0.79,-0.02,-0.22,-1.57,1.33,9.52,-0.55,-5.38,-1.89
1653401627564,-0.78,-0.11,-0.47,-1.62,1.23,9.28,-0.76,-7.76,1.51
1653401627574,-0.61,-0.14,-0.59,-1.46,1.15,9.12,-2.13,-11.47,4.55
1653401627584,-0.36,-0.1,-0.51,-1.19,1.18,9.12,-4.37,-14.09,6.86
1653401627594,0.08,-0.12,-0.19,-0.8,1.18,9.44,-5.52,-15.32,7.53
1653401627604,0.43,-0.14,0.06,-0.36,1.15,9.74,-4.72,-13.43,5.32
1653401627614,0.4,-0.15,0.06,-0.3,1.13,9.76,-3,-11.26,0.77
1653401627623,0.05,-0.08,-0.05,-0.54,1.17,9.69,-2.83,-11.71,-2.06
1653401627634,-0.36,-0.06,-0.14,-1.02,1.2,9.56,-3.11,-14.72,-1.71
1653401627643,-0.5,-0.07,-0.14,-1.12,1.17,9.54,-3.74,-16.61,-0.66
1653401627653,-0.48,-0.15,0.05,-1.12,1.11,9.71,-4.68,-18.26,0.98
1653401627663,-0.36,-0.23,0.21,-0.96,1.03,9.88,-4.86,-17.21,1.65
1653401627674,-0.29,-0.29,0.32,-0.86,0.95,10.02,-4.23,-13.08,1.82
1653401627684,-0.33,-0.28,0.36,-0.84,0.92,10.05,-3.67,-8.81,2.77
1653401627693,-0.39,-0.16,0.38,-0.91,1.04,10.08,-3,-5.34,3.85
1653401627703,-0.35,-0.13,0.34,-0.88,1.1,10.07,-2.62,-2.3,4.97
1653401627714,-0.25,-0.17,0.26,-0.81,1.07,10,-1.95,-0.9,5.92
1653401627723,-0.19,-0.21,0.08,-0.74,0.99,9.85,-1.25,-1.53,7.04
1653401627734,-0.11,-0.18,-0.05,-0.68,0.99,9.72,-0.69,-4.82,7.46
1653401627744,0.02,-0.08,-0.07,-0.53,1.09,9.63,-1.57,-7.37,6.79
1653401627753,0.12,-0.01,0.02,-0.39,1.18,9.72,-2.62,-7.51,5.53
1653401627764,0.07,-0.01,0.18,-0.4,1.18,9.85,-3.46,-5.1,2.87
1653401627774,-0.1,-0.07,0.35,-0.52,1.14,10.04,-3.28,-2.93,1.26
1653401627783,-0.26,-0.12,0.4,-0.7,1.07,10.12,-1.99,-2.02,1.26
1653401627793,-0.42,-0.12,0.34,-0.85,1.05,10.09,-0.03,-2.23,2
1653401627804,-0.38,-0.11,0.23,-0.87,1.08,9.98,1.06,-3.24,3.82
1653401627813,-0.31,-0.04,0.13,-0.82,1.12,9.86,2.18,-4.99,5.5
1653401627824,-0.18,-0.05,0.06,-0.65,1.14,9.78,2.98,-5.94,6.79
1653401627834,0,-0.02,-0.04,-0.49,1.14,9.71,3.09,-4.85,6.34
1653401627844,0.06,-0.01,-0.16,-0.41,1.19,9.61,2.53,-3.42,5.67
1653401627853,0.08,-0.01,-0.27,-0.37,1.18,9.49,1.06,-1.46,4.2
1653401627864,-0.02,-0.07,-0.34,-0.46,1.14,9.4,-1.18,0.33,2.94
1653401627873,-0.12,-0.07,-0.3,-0.57,1.1,9.41,-3.74,0.71,2.35
1653401627884,-0.18,-0.03,-0.14,-0.64,1.15,9.55,-5.91,-0.34,2.91
1653401627894,-0.22,0.03,0.01,-0.69,1.19,9.7,-6.57,-2.16,3.22
1653401627904,-0.18,0,0.04,-0.65,1.15,9.76,-6.54,-4.12,2.59
1653401627914,-0.21,0,0.06,-0.64,1.12,9.76,-6.05,-4.47,1.86
1653401627924,-0.26,0.09,0.22,-0.7,1.19,9.91,-6.4,-3.07,2.56
1653401627934,-0.25,0.12,0.34,-0.69,1.25,10.05,-5.59,-0.58,4.94
1653401627944,-0.19,0.06,0.42,-0.69,1.19,10.17,-3.07,-0.76,7.77
1653401627954,-0.01,-0.02,0.28,-0.52,1.12,10.06,0.08,-3.17,8.37
1653401627964,0.09,0.04,0.02,-0.36,1.15,9.79,2.07,-4.89,6.65
1653401627974,-0.06,0.11,-0.23,-0.46,1.23,9.57,1.9,-5.13,5.32
1653401627984,-0.22,0.16,-0.25,-0.64,1.28,9.46,-1.01,-5.41,5.25
1653401627994,-0.15,0.01,-0.26,-0.64,1.21,9.51,-2.79,-5.97,6.02
1653401628004,0.01,-0.26,-0.42,-0.36,0.88,9.27,-4.3,-4.99,5.43
1653401628014,-0.48,0.08,-0.03,-0.8,1.08,9.63,-5.91,-9.54,6.13
1653401628024,-0.21,0.23,0,-0.74,1.31,9.74,-5.91,-12.97,7.7
1653401628034,0.03,0.17,0.1,-0.36,1.28,9.79,-4.89,-12.83,7.07
1653401628044,0.1,0.17,0.15,-0.25,1.26,9.89,-4.37,-13.36,4.94
1653401628054,0.2,0.2,0.25,-0.13,1.27,9.94,-3.42,-12.73,1.75
1653401628064,0.08,0.22,0.34,-0.23,1.31,10.08,-1.53,-12.41,-0.38
1653401628074,-0.03,-0.01,0.28,-0.28,1.14,10.03,0.32,-11.36,-0.98
1653401628084,-0.06,-0.17,0.19,-0.32,0.94,9.98,1.76,-12.17,0.18
1653401628094,-0.05,-0.17,0.01,-0.34,0.95,9.77,2.49,-13.5,2.42
1653401628104,-0.03,-0.04,-0.16,-0.27,1.01,9.61,1.58,-14.44,3.71
1653401628114,0.01,0.29,-0.43,-0.23,1.28,9.37,-0.27,-14.58,3.78
1653401628124,0.2,0.57,-0.66,-0.06,1.64,9.15,-4.09,-15.42,2.42
1653401628134,0.39,0.36,-0.61,0.25,1.45,9.13,-8.36,-18.4,-1.22
1653401628144,0.54,-0.02,-0.24,0.43,1.09,9.43,-11.58,-21.97,-7.1
1653401628154,0.34,-0.15,-0.05,0.27,0.89,9.7,-12.42,-20.36,-10.88
1653401628164,0.08,-0.16,0,0.08,0.86,9.76,-12.35,-17.38,-11.48
1653401628174,-0.25,-0.12,0,-0.19,0.88,9.76,-12.87,-16.16,-9.69
1653401628184,-0.37,-0.06,0,-0.38,0.91,9.76,-12.56,-16.79,-7.56
1653401628194,-0.19,-0.05,0.23,-0.23,0.92,9.92,-11.75,-20.08,-4.69
1653401628204,0.13,-0.17,0.48,0.12,0.79,10.17,-9.3,-20.99,-3.46
1653401628214,0.27,-0.27,0.71,0.34,0.68,10.42,-5.59,-17.98,-3.99
1653401628224,0.22,-0.24,0.68,0.38,0.66,10.47,-0.69,-13.92,-5
1653401628235,-0.03,-0.1,0.56,0.17,0.79,10.35,2.42,-11.71,-5.7
1653401628245,-0.16,0.02,0.43,0,0.97,10.19,5.47,-12.73,-4.9
1653401628254,-0.16,0.02,0.19,0,0.98,9.99,6.97,-17.17,-4.27
1653401628264,-0.04,-0.06,0.07,0.14,0.95,9.85,7.15,-19.59,-4.06
1653401628275,0.06,-0.16,0.01,0.32,0.82,9.76,7.18,-20.6,-3.92
1653401628285,0.17,-0.32,-0.08,0.44,0.7,9.71,6.62,-19.03,-3.15
1653401628294,0.12,-0.34,-0.12,0.43,0.66,9.63,5.19,-16.16,-1.89
1653401628304,-0.04,-0.23,-0.15,0.29,0.77,9.6,3.72,-13.32,-0.49
1653401628314,-0.14,-0.01,-0.08,0.22,1,9.67,1.51,-12.55,1.02
1653401628324,-0.05,0.09,-0.03,0.27,1.12,9.72,0.5,-9.89,1.23
1653401628334,0.08,0,-0.08,0.46,1.01,9.66,-0.48,-5.83,0.56
1653401628344,0.25,-0.13,-0.26,0.6,0.89,9.55,-2.62,-1.98,-0.24
1653401628354,0.29,-0.17,-0.44,0.69,0.83,9.33,-5.31,2.78,-0.66
1653401628365,0.07,-0.17,-0.5,0.53,0.81,9.24,-6.68,3.69,-0.87
1653401628374,-0.13,-0.17,-0.47,0.25,0.8,9.28,-7.38,-4.71,-0.35
1653401628384,-0.17,-0.04,-0.33,0.23,0.92,9.42,-7.9,-13.67,0.53
1653401628394,0.02,0.05,-0.04,0.46,0.99,9.71,-6.99,-18.64,0.95
1653401628404,0.25,-0.01,0.27,0.67,0.95,9.96,-3.84,-20.01,-0.14
1653401628414,0.31,-0.17,0.31,0.81,0.81,10.09,0.01,-16.58,-1.96
1653401628424,0.2,-0.25,0.13,0.73,0.7,9.94,2.67,-10.35,-3.46
1653401628435,0,-0.25,-0.06,0.57,0.69,9.75,2.95,-5.2,-3.53
1653401628444,-0.19,-0.16,-0.14,0.36,0.76,9.61,1.48,-1.32,-2.17
